Year,Status,Income Level,Marginal Tax Rate
2000,Single,250000,0.36
2000,Single,300000,0.36
2000,Single,500000,0.396
2000,Single,800000,0.396
2000,Single,1000000,0.396
2000,Single,1500000,0.396
2000,Single,2000000,0.396
2000,Single,5000000,0.396
2000,Single,10000000,0.396
2000,Single,20000000,0.396
2000,Single,50000000,0.396
2000,Single,100000000,0.396
2000,Single,500000000,0.396
2000,Single,1000000000,0.396
2001,Head of Household,20000,0.15
2001,Head of Household,30000,0.15
2001,Head of Household,40000,0.15
2001,Head of Household,50000,0.15
2001,Head of Household,70000,0.275
2001,Head of Household,100000,0.275
2001,Head of Household,150000,0.305
2001,Head of Household,200000,0.305
2001,Head of Household,250000,0.355
2001,Head of Household,300000,0.355
2001,Head of Household,500000,0.391
2001,Head of Household,800000,0.391
2001,Head of Household,1000000,0.391
2001,Head of Household,1500000,0.391
2001,Head of Household,2000000,0.391
2001,Head of Household,5000000,0.391
2001,Head of Household,10000000,0.391
2001,Head of Household,20000000,0.391
2001,Head of Household,50000000,0.391
2001,Head of Household,100000000,0.391
2001,Head of Household,500000000,0.391
2001,Head of Household,1000000000,0.391
2001,Married Filing Jointly,20000,0.15
2001,Married Filing Jointly,30000,0.15
2001,Married Filing Jointly,40000,0.15
2001,Married Filing Jointly,50000,0.15
2001,Married Filing Jointly,70000,0.275
2001,Married Filing Jointly,100000,0.275
2001,Married Filing Jointly,150000,0.275
2001,Married Filing Jointly,200000,0.305
2001,Married Filing Jointly,250000,0.355
2001,Married Filing Jointly,300000,0.355
2001,Married Filing Jointly,500000,0.391
2001,Married Filing Jointly,800000,0.391
2001,Married Filing Jointly,1000000,0.391
2001,Married Filing Jointly,1500000,0.391
2001,Married Filing Jointly,2000000,0.391
2001,Married Filing Jointly,5000000,0.391
2001,Married Filing Jointly,10000000,0.391
2001,Married Filing Jointly,20000000,0.391
2001,Married Filing Jointly,50000000,0.391
2001,Married Filing Jointly,100000000,0.391
2001,Married Filing Jointly,500000000,0.391
2001,Married Filing Jointly,1000000000,0.391
2001,Married Filing Seperately,20000,0.15
2001,Married Filing Seperately,30000,0.15
2001,Married Filing Seperately,40000,0.275
2001,Married Filing Seperately,50000,0.275
2001,Married Filing Seperately,70000,0.275
2001,Married Filing Seperately,100000,0.305
2001,Married Filing Seperately,150000,0.355
2001,Married Filing Seperately,200000,0.355
2001,Married Filing Seperately,250000,0.391
2001,Married Filing Seperately,300000,0.391
2001,Married Filing Seperately,500000,0.391
2001,Married Filing Seperately,800000,0.391
2001,Married Filing Seperately,1000000,0.391
2001,Married Filing Seperately,1500000,0.391
2001,Married Filing Seperately,2000000,0.391
2001,Married Filing Seperately,5000000,0.391
2001,Married Filing Seperately,10000000,0.391
2001,Married Filing Seperately,20000000,0.391
2001,Married Filing Seperately,50000000,0.391
2001,Married Filing Seperately,100000000,0.391
2001,Married Filing Seperately,500000000,0.391
2001,Married Filing Seperately,1000000000,0.391
2001,Single,20000,0.15
2001,Single,30000,0.15
2001,Single,40000,0.275
2001,Single,50000,0.275
2001,Single,70000,0.275
2001,Single,100000,0.305
2001,Single,150000,0.305
2001,Single,200000,0.305
2001,Single,250000,0.355
2001,Single,300000,0.355
2001,Single,500000,0.391
2001,Single,800000,0.391
2001,Single,1000000,0.391
2001,Single,1500000,0.391
2001,Single,2000000,0.391
2001,Single,5000000,0.391
2001,Single,10000000,0.391
2001,Single,20000000,0.391
2001,Single,50000000,0.391
2001,Single,100000000,0.391
2001,Single,500000000,0.391
2001,Single,1000000000,0.391
2002,Head of Household,20000,0.15
2002,Head of Household,30000,0.15
2002,Head of Household,40000,0.15
2002,Head of Household,50000,0.15
2002,Head of Household,70000,0.25
2002,Head of Household,100000,0.25
2002,Head of Household,150000,0.28
2002,Head of Household,200000,0.28
2002,Head of Household,250000,0.33
2002,Head of Household,300000,0.33
2002,Head of Household,500000,0.35000000000000003
2002,Head of Household,800000,0.35000000000000003
2002,Head of Household,1000000,0.35000000000000003
2002,Head of Household,1500000,0.35000000000000003
2002,Head of Household,2000000,0.35000000000000003
2002,Head of Household,5000000,0.35000000000000003
2002,Head of Household,10000000,0.35000000000000003
2002,Head of Household,20000000,0.35000000000000003
2002,Head of Household,50000000,0.35000000000000003
2002,Head of Household,100000000,0.35000000000000003
2002,Head of Household,500000000,0.35000000000000003
2002,Head of Household,1000000000,0.35000000000000003
2002,Married Filing Jointly,20000,0.15
2002,Married Filing Jointly,30000,0.15
2002,Married Filing Jointly,40000,0.15
2002,Married Filing Jointly,50000,0.15
2002,Married Filing Jointly,70000,0.25
2002,Married Filing Jointly,100000,0.25
2002,Married Filing Jointly,150000,0.25
2002,Married Filing Jointly,200000,0.28
2002,Married Filing Jointly,250000,0.28
2002,Married Filing Jointly,300000,0.33
2002,Married Filing Jointly,500000,0.35000000000000003
2002,Married Filing Jointly,800000,0.35000000000000003
2002,Married Filing Jointly,1000000,0.35000000000000003
2002,Married Filing Jointly,1500000,0.35000000000000003
2002,Married Filing Jointly,2000000,0.35000000000000003
2002,Married Filing Jointly,5000000,0.35000000000000003
2002,Married Filing Jointly,10000000,0.35000000000000003
2002,Married Filing Jointly,20000000,0.35000000000000003
2002,Married Filing Jointly,50000000,0.35000000000000003
2002,Married Filing Jointly,100000000,0.35000000000000003
2002,Married Filing Jointly,500000000,0.35000000000000003
2002,Married Filing Jointly,1000000000,0.35000000000000003
2002,Married Filing Seperately,20000,0.15
2002,Married Filing Seperately,30000,0.15
2002,Married Filing Seperately,40000,0.25
2002,Married Filing Seperately,50000,0.25
2002,Married Filing Seperately,70000,0.25
2002,Married Filing Seperately,100000,0.28
2002,Married Filing Seperately,150000,0.33
2002,Married Filing Seperately,200000,0.33
2002,Married Filing Seperately,250000,0.35000000000000003
2002,Married Filing Seperately,300000,0.35000000000000003
2002,Married Filing Seperately,500000,0.35000000000000003
2002,Married Filing Seperately,800000,0.35000000000000003
2002,Married Filing Seperately,1000000,0.35000000000000003
2002,Married Filing Seperately,1500000,0.35000000000000003
2002,Married Filing Seperately,2000000,0.35000000000000003
2002,Married Filing Seperately,5000000,0.35000000000000003
2002,Married Filing Seperately,10000000,0.35000000000000003
2002,Married Filing Seperately,20000000,0.35000000000000003
2002,Married Filing Seperately,50000000,0.35000000000000003
2002,Married Filing Seperately,100000000,0.35000000000000003
2002,Married Filing Seperately,500000000,0.35000000000000003
2002,Married Filing Seperately,1000000000,0.35000000000000003
2002,Single,20000,0.15
2002,Single,30000,0.15
2002,Single,40000,0.15
2002,Single,50000,0.25
2002,Single,70000,0.25
2002,Single,100000,0.28
2002,Single,150000,0.28
2002,Single,200000,0.28
2002,Single,250000,0.33
2002,Single,300000,0.33
2002,Single,500000,0.35000000000000003
2002,Single,800000,0.35000000000000003
2002,Single,1000000,0.35000000000000003
2002,Single,1500000,0.35000000000000003
2002,Single,2000000,0.35000000000000003
2002,Single,5000000,0.35000000000000003
2002,Single,10000000,0.35000000000000003
2002,Single,20000000,0.35000000000000003
2002,Single,50000000,0.35000000000000003
2002,Single,100000000,0.35000000000000003
2002,Single,500000000,0.35000000000000003
2002,Single,1000000000,0.35000000000000003
2003,Head of Household,20000,0.15
2003,Head of Household,30000,0.15
2003,Head of Household,40000,0.15
2003,Head of Household,50000,0.15
2003,Head of Household,70000,0.25
2003,Head of Household,100000,0.25
2003,Head of Household,150000,0.28
2003,Head of Household,200000,0.28
2003,Head of Household,250000,0.33
2003,Head of Household,300000,0.33
2003,Head of Household,500000,0.35000000000000003
2003,Head of Household,800000,0.35000000000000003
2003,Head of Household,1000000,0.35000000000000003
2003,Head of Household,1500000,0.35000000000000003
2003,Head of Household,2000000,0.35000000000000003
2003,Head of Household,5000000,0.35000000000000003
2003,Head of Household,10000000,0.35000000000000003
2003,Head of Household,20000000,0.35000000000000003
2003,Head of Household,50000000,0.35000000000000003
2003,Head of Household,100000000,0.35000000000000003
2003,Head of Household,500000000,0.35000000000000003
2003,Head of Household,1000000000,0.35000000000000003
2003,Married Filing Jointly,20000,0.15
2003,Married Filing Jointly,30000,0.15
2003,Married Filing Jointly,40000,0.15
2003,Married Filing Jointly,50000,0.15
2003,Married Filing Jointly,70000,0.15
2003,Married Filing Jointly,100000,0.25
2003,Married Filing Jointly,150000,0.25
2003,Married Filing Jointly,200000,0.28
2003,Married Filing Jointly,250000,0.33
2003,Married Filing Jointly,300000,0.33
2003,Married Filing Jointly,500000,0.35000000000000003
2003,Married Filing Jointly,800000,0.35000000000000003
2003,Married Filing Jointly,1000000,0.35000000000000003
2003,Married Filing Jointly,1500000,0.35000000000000003
2003,Married Filing Jointly,2000000,0.35000000000000003
2003,Married Filing Jointly,5000000,0.35000000000000003
2003,Married Filing Jointly,10000000,0.35000000000000003
2003,Married Filing Jointly,20000000,0.35000000000000003
2003,Married Filing Jointly,50000000,0.35000000000000003
2003,Married Filing Jointly,100000000,0.35000000000000003
2003,Married Filing Jointly,500000000,0.35000000000000003
2003,Married Filing Jointly,1000000000,0.35000000000000003
2003,Married Filing Seperately,20000,0.15
2003,Married Filing Seperately,30000,0.15
2003,Married Filing Seperately,40000,0.25
2003,Married Filing Seperately,50000,0.25
2003,Married Filing Seperately,70000,0.25
2003,Married Filing Seperately,100000,0.28
2003,Married Filing Seperately,150000,0.33
2003,Married Filing Seperately,200000,0.33
2003,Married Filing Seperately,250000,0.35000000000000003
2003,Married Filing Seperately,300000,0.35000000000000003
2003,Married Filing Seperately,500000,0.35000000000000003
2003,Married Filing Seperately,800000,0.35000000000000003
2003,Married Filing Seperately,1000000,0.35000000000000003
2003,Married Filing Seperately,1500000,0.35000000000000003
2003,Married Filing Seperately,2000000,0.35000000000000003
2003,Married Filing Seperately,5000000,0.35000000000000003
2003,Married Filing Seperately,10000000,0.35000000000000003
2003,Married Filing Seperately,20000000,0.35000000000000003
2003,Married Filing Seperately,50000000,0.35000000000000003
2003,Married Filing Seperately,100000000,0.35000000000000003
2003,Married Filing Seperately,500000000,0.35000000000000003
2003,Married Filing Seperately,1000000000,0.35000000000000003
2003,Single,20000,0.15
2003,Single,30000,0.15
2003,Single,40000,0.15
2003,Single,50000,0.25
2003,Single,70000,0.25
2003,Single,100000,0.28
2003,Single,150000,0.28
2003,Single,200000,0.28
2003,Single,250000,0.33
2003,Single,300000,0.33
2003,Single,500000,0.35000000000000003
2003,Single,800000,0.35000000000000003
2003,Single,1000000,0.35000000000000003
2003,Single,1500000,0.35000000000000003
2003,Single,2000000,0.35000000000000003
2003,Single,5000000,0.35000000000000003
2003,Single,10000000,0.35000000000000003
2003,Single,20000000,0.35000000000000003
2003,Single,50000000,0.35000000000000003
2003,Single,100000000,0.35000000000000003
2003,Single,500000000,0.35000000000000003
2003,Single,1000000000,0.35000000000000003
2004,Head of Household,20000,0.15
2004,Head of Household,30000,0.15
2004,Head of Household,40000,0.15
2004,Head of Household,50000,0.15
2004,Head of Household,70000,0.25
2004,Head of Household,100000,0.25
2004,Head of Household,150000,0.28
2004,Head of Household,200000,0.28
2004,Head of Household,250000,0.33
2004,Head of Household,300000,0.33
2004,Head of Household,500000,0.35000000000000003
2004,Head of Household,800000,0.35000000000000003
2004,Head of Household,1000000,0.35000000000000003
2004,Head of Household,1500000,0.35000000000000003
2004,Head of Household,2000000,0.35000000000000003
2004,Head of Household,5000000,0.35000000000000003
2004,Head of Household,10000000,0.35000000000000003
2004,Head of Household,20000000,0.35000000000000003
2004,Head of Household,50000000,0.35000000000000003
2004,Head of Household,100000000,0.35000000000000003
2004,Head of Household,500000000,0.35000000000000003
2004,Head of Household,1000000000,0.35000000000000003
2004,Married Filing Jointly,20000,0.15
2004,Married Filing Jointly,30000,0.15
2004,Married Filing Jointly,40000,0.15
2004,Married Filing Jointly,50000,0.15
2004,Married Filing Jointly,70000,0.15
2004,Married Filing Jointly,100000,0.25
2004,Married Filing Jointly,150000,0.25
2004,Married Filing Jointly,200000,0.28
2004,Married Filing Jointly,250000,0.33
2004,Married Filing Jointly,300000,0.33
2004,Married Filing Jointly,500000,0.35000000000000003
2004,Married Filing Jointly,800000,0.35000000000000003
2004,Married Filing Jointly,1000000,0.35000000000000003
2004,Married Filing Jointly,1500000,0.35000000000000003
2004,Married Filing Jointly,2000000,0.35000000000000003
2004,Married Filing Jointly,5000000,0.35000000000000003
2004,Married Filing Jointly,10000000,0.35000000000000003
2004,Married Filing Jointly,20000000,0.35000000000000003
2004,Married Filing Jointly,50000000,0.35000000000000003
2004,Married Filing Jointly,100000000,0.35000000000000003
2004,Married Filing Jointly,500000000,0.35000000000000003
2004,Married Filing Jointly,1000000000,0.35000000000000003
2004,Married Filing Seperately,20000,0.15
2004,Married Filing Seperately,30000,0.15
2004,Married Filing Seperately,40000,0.15
2004,Married Filing Seperately,50000,0.25
2004,Married Filing Seperately,70000,0.25
2004,Married Filing Seperately,100000,0.28
2004,Married Filing Seperately,150000,0.33
2004,Married Filing Seperately,200000,0.33
2004,Married Filing Seperately,250000,0.35000000000000003
2004,Married Filing Seperately,300000,0.35000000000000003
2004,Married Filing Seperately,500000,0.35000000000000003
2004,Married Filing Seperately,800000,0.35000000000000003
2004,Married Filing Seperately,1000000,0.35000000000000003
2004,Married Filing Seperately,1500000,0.35000000000000003
2004,Married Filing Seperately,2000000,0.35000000000000003
2004,Married Filing Seperately,5000000,0.35000000000000003
2004,Married Filing Seperately,10000000,0.35000000000000003
2004,Married Filing Seperately,20000000,0.35000000000000003
2004,Married Filing Seperately,50000000,0.35000000000000003
2004,Married Filing Seperately,100000000,0.35000000000000003
2004,Married Filing Seperately,500000000,0.35000000000000003
2004,Married Filing Seperately,1000000000,0.35000000000000003
2004,Single,20000,0.15
2004,Single,30000,0.15
2004,Single,40000,0.15
2004,Single,50000,0.25
2004,Single,70000,0.25
2004,Single,100000,0.28
2004,Single,150000,0.28
2004,Single,200000,0.28
2004,Single,250000,0.33
2004,Single,300000,0.33
2004,Single,500000,0.35000000000000003
2004,Single,800000,0.35000000000000003
2004,Single,1000000,0.35000000000000003
2004,Single,1500000,0.35000000000000003
2004,Single,2000000,0.35000000000000003
2004,Single,5000000,0.35000000000000003
2004,Single,10000000,0.35000000000000003
2004,Single,20000000,0.35000000000000003
2004,Single,50000000,0.35000000000000003
2004,Single,100000000,0.35000000000000003
2004,Single,500000000,0.35000000000000003
2004,Single,1000000000,0.35000000000000003
2005,Head of Household,20000,0.15
2005,Head of Household,30000,0.15
2005,Head of Household,40000,0.15
2005,Head of Household,50000,0.15
2005,Head of Household,70000,0.25
2005,Head of Household,100000,0.25
2005,Head of Household,150000,0.28
2005,Head of Household,200000,0.28
2005,Head of Household,250000,0.33
2005,Head of Household,300000,0.33
2005,Head of Household,500000,0.35000000000000003
2005,Head of Household,800000,0.35000000000000003
2005,Head of Household,1000000,0.35000000000000003
2005,Head of Household,1500000,0.35000000000000003
2005,Head of Household,2000000,0.35000000000000003
2005,Head of Household,5000000,0.35000000000000003
2005,Head of Household,10000000,0.35000000000000003
2005,Head of Household,20000000,0.35000000000000003
2005,Head of Household,50000000,0.35000000000000003
2005,Head of Household,100000000,0.35000000000000003
2005,Head of Household,500000000,0.35000000000000003
2005,Head of Household,1000000000,0.35000000000000003
2005,Married Filing Jointly,20000,0.15
2005,Married Filing Jointly,30000,0.15
2005,Married Filing Jointly,40000,0.15
2005,Married Filing Jointly,50000,0.15
2005,Married Filing Jointly,70000,0.15
2005,Married Filing Jointly,100000,0.25
2005,Married Filing Jointly,150000,0.25
2005,Married Filing Jointly,200000,0.28
2005,Married Filing Jointly,250000,0.33
2005,Married Filing Jointly,300000,0.33
2005,Married Filing Jointly,500000,0.35000000000000003
2005,Married Filing Jointly,800000,0.35000000000000003
2005,Married Filing Jointly,1000000,0.35000000000000003
2005,Married Filing Jointly,1500000,0.35000000000000003
2005,Married Filing Jointly,2000000,0.35000000000000003
2005,Married Filing Jointly,5000000,0.35000000000000003
2005,Married Filing Jointly,10000000,0.35000000000000003
2005,Married Filing Jointly,20000000,0.35000000000000003
2005,Married Filing Jointly,50000000,0.35000000000000003
2005,Married Filing Jointly,100000000,0.35000000000000003
2005,Married Filing Jointly,500000000,0.35000000000000003
2005,Married Filing Jointly,1000000000,0.35000000000000003
2005,Married Filing Seperately,20000,0.15
2005,Married Filing Seperately,30000,0.15
2005,Married Filing Seperately,40000,0.15
2005,Married Filing Seperately,50000,0.25
2005,Married Filing Seperately,70000,0.25
2005,Married Filing Seperately,100000,0.28
2005,Married Filing Seperately,150000,0.33
2005,Married Filing Seperately,200000,0.33
2005,Married Filing Seperately,250000,0.35000000000000003
2005,Married Filing Seperately,300000,0.35000000000000003
2005,Married Filing Seperately,500000,0.35000000000000003
2005,Married Filing Seperately,800000,0.35000000000000003
2005,Married Filing Seperately,1000000,0.35000000000000003
2005,Married Filing Seperately,1500000,0.35000000000000003
2005,Married Filing Seperately,2000000,0.35000000000000003
2005,Married Filing Seperately,5000000,0.35000000000000003
2005,Married Filing Seperately,10000000,0.35000000000000003
2005,Married Filing Seperately,20000000,0.35000000000000003
2005,Married Filing Seperately,50000000,0.35000000000000003
2005,Married Filing Seperately,100000000,0.35000000000000003
2005,Married Filing Seperately,500000000,0.35000000000000003
2005,Married Filing Seperately,1000000000,0.35000000000000003
2005,Single,20000,0.15
2005,Single,30000,0.15
2005,Single,40000,0.15
2005,Single,50000,0.25
2005,Single,70000,0.25
2005,Single,100000,0.28
2005,Single,150000,0.28
2005,Single,200000,0.28
2005,Single,250000,0.33
2005,Single,300000,0.33
2005,Single,500000,0.35000000000000003
2005,Single,800000,0.35000000000000003
2005,Single,1000000,0.35000000000000003
2005,Single,1500000,0.35000000000000003
2005,Single,2000000,0.35000000000000003
2005,Single,5000000,0.35000000000000003
2005,Single,10000000,0.35000000000000003
2005,Single,20000000,0.35000000000000003
2005,Single,50000000,0.35000000000000003
2005,Single,100000000,0.35000000000000003
2005,Single,500000000,0.35000000000000003
2005,Single,1000000000,0.35000000000000003
2006,Head of Household,20000,0.15
2006,Head of Household,30000,0.15
2006,Head of Household,40000,0.15
2006,Head of Household,50000,0.15
2006,Head of Household,70000,0.25
2006,Head of Household,100000,0.25
2006,Head of Household,150000,0.28
2006,Head of Household,200000,0.28
2006,Head of Household,250000,0.33
2006,Head of Household,300000,0.33
2006,Head of Household,500000,0.35000000000000003
2006,Head of Household,800000,0.35000000000000003
2006,Head of Household,1000000,0.35000000000000003
2006,Head of Household,1500000,0.35000000000000003
2006,Head of Household,2000000,0.35000000000000003
2006,Head of Household,5000000,0.35000000000000003
2006,Head of Household,10000000,0.35000000000000003
2006,Head of Household,20000000,0.35000000000000003
2006,Head of Household,50000000,0.35000000000000003
2006,Head of Household,100000000,0.35000000000000003
2006,Head of Household,500000000,0.35000000000000003
2006,Head of Household,1000000000,0.35000000000000003
2006,Married Filing Jointly,20000,0.15
2006,Married Filing Jointly,30000,0.15
2006,Married Filing Jointly,40000,0.15
2006,Married Filing Jointly,50000,0.15
2006,Married Filing Jointly,70000,0.15
2006,Married Filing Jointly,100000,0.25
2006,Married Filing Jointly,150000,0.25
2006,Married Filing Jointly,200000,0.28
2006,Married Filing Jointly,250000,0.33
2006,Married Filing Jointly,300000,0.33
2006,Married Filing Jointly,500000,0.35000000000000003
2006,Married Filing Jointly,800000,0.35000000000000003
2006,Married Filing Jointly,1000000,0.35000000000000003
2006,Married Filing Jointly,1500000,0.35000000000000003
2006,Married Filing Jointly,2000000,0.35000000000000003
2006,Married Filing Jointly,5000000,0.35000000000000003
2006,Married Filing Jointly,10000000,0.35000000000000003
2006,Married Filing Jointly,20000000,0.35000000000000003
2006,Married Filing Jointly,50000000,0.35000000000000003
2006,Married Filing Jointly,100000000,0.35000000000000003
2006,Married Filing Jointly,500000000,0.35000000000000003
2006,Married Filing Jointly,1000000000,0.35000000000000003
2006,Married Filing Seperately,20000,0.15
2006,Married Filing Seperately,30000,0.15
2006,Married Filing Seperately,40000,0.25
2006,Married Filing Seperately,50000,0.25
2006,Married Filing Seperately,70000,0.25
2006,Married Filing Seperately,100000,0.28
2006,Married Filing Seperately,150000,0.33
2006,Married Filing Seperately,200000,0.33
2006,Married Filing Seperately,250000,0.35000000000000003
2006,Married Filing Seperately,300000,0.35000000000000003
2006,Married Filing Seperately,500000,0.35000000000000003
2006,Married Filing Seperately,800000,0.35000000000000003
2006,Married Filing Seperately,1000000,0.35000000000000003
2006,Married Filing Seperately,1500000,0.35000000000000003
2006,Married Filing Seperately,2000000,0.35000000000000003
2006,Married Filing Seperately,5000000,0.35000000000000003
2006,Married Filing Seperately,10000000,0.35000000000000003
2006,Married Filing Seperately,20000000,0.35000000000000003
2006,Married Filing Seperately,50000000,0.35000000000000003
2006,Married Filing Seperately,100000000,0.35000000000000003
2006,Married Filing Seperately,500000000,0.35000000000000003
2006,Married Filing Seperately,1000000000,0.35000000000000003
2006,Single,20000,0.15
2006,Single,30000,0.15
2006,Single,40000,0.25
2006,Single,50000,0.25
2006,Single,70000,0.25
2006,Single,100000,0.28
2006,Single,150000,0.28
2006,Single,200000,0.28
2006,Single,250000,0.33
2006,Single,300000,0.33
2006,Single,500000,0.35000000000000003
2006,Single,800000,0.35000000000000003
2006,Single,1000000,0.35000000000000003
2006,Single,1500000,0.35000000000000003
2006,Single,2000000,0.35000000000000003
2006,Single,5000000,0.35000000000000003
2006,Single,10000000,0.35000000000000003
2006,Single,20000000,0.35000000000000003
2006,Single,50000000,0.35000000000000003
2006,Single,100000000,0.35000000000000003
2006,Single,500000000,0.35000000000000003
2006,Single,1000000000,0.35000000000000003
2007,Head of Household,20000,0.15
2007,Head of Household,30000,0.15
2007,Head of Household,40000,0.15
2007,Head of Household,50000,0.15
2007,Head of Household,70000,0.25
2007,Head of Household,100000,0.25
2007,Head of Household,150000,0.28
2007,Head of Household,200000,0.28
2007,Head of Household,250000,0.33
2007,Head of Household,300000,0.33
2007,Head of Household,500000,0.35000000000000003
2007,Head of Household,800000,0.35000000000000003
2007,Head of Household,1000000,0.35000000000000003
2007,Head of Household,1500000,0.35000000000000003
2007,Head of Household,2000000,0.35000000000000003
2007,Head of Household,5000000,0.35000000000000003
2007,Head of Household,10000000,0.35000000000000003
2007,Head of Household,20000000,0.35000000000000003
2007,Head of Household,50000000,0.35000000000000003
2007,Head of Household,100000000,0.35000000000000003
2007,Head of Household,500000000,0.35000000000000003
2007,Head of Household,1000000000,0.35000000000000003
2007,Married Filing Jointly,20000,0.15
2007,Married Filing Jointly,30000,0.15
2007,Married Filing Jointly,40000,0.15
2007,Married Filing Jointly,50000,0.15
2007,Married Filing Jointly,70000,0.15
2007,Married Filing Jointly,100000,0.25
2007,Married Filing Jointly,150000,0.25
2007,Married Filing Jointly,200000,0.28
2007,Married Filing Jointly,250000,0.33
2007,Married Filing Jointly,300000,0.33
2007,Married Filing Jointly,500000,0.35000000000000003
2007,Married Filing Jointly,800000,0.35000000000000003
2007,Married Filing Jointly,1000000,0.35000000000000003
2007,Married Filing Jointly,1500000,0.35000000000000003
2007,Married Filing Jointly,2000000,0.35000000000000003
2007,Married Filing Jointly,5000000,0.35000000000000003
2007,Married Filing Jointly,10000000,0.35000000000000003
2007,Married Filing Jointly,20000000,0.35000000000000003
2007,Married Filing Jointly,50000000,0.35000000000000003
2007,Married Filing Jointly,100000000,0.35000000000000003
2007,Married Filing Jointly,500000000,0.35000000000000003
2007,Married Filing Jointly,1000000000,0.35000000000000003
2007,Married Filing Seperately,20000,0.15
2007,Married Filing Seperately,30000,0.15
2007,Married Filing Seperately,40000,0.15
2007,Married Filing Seperately,50000,0.25
2007,Married Filing Seperately,70000,0.25
2007,Married Filing Seperately,100000,0.28
2007,Married Filing Seperately,150000,0.33
2007,Married Filing Seperately,200000,0.33
2007,Married Filing Seperately,250000,0.35000000000000003
2007,Married Filing Seperately,300000,0.35000000000000003
2007,Married Filing Seperately,500000,0.35000000000000003
2007,Married Filing Seperately,800000,0.35000000000000003
2007,Married Filing Seperately,1000000,0.35000000000000003
2007,Married Filing Seperately,1500000,0.35000000000000003
2007,Married Filing Seperately,2000000,0.35000000000000003
2007,Married Filing Seperately,5000000,0.35000000000000003
2007,Married Filing Seperately,10000000,0.35000000000000003
2007,Married Filing Seperately,20000000,0.35000000000000003
2007,Married Filing Seperately,50000000,0.35000000000000003
2007,Married Filing Seperately,100000000,0.35000000000000003
2007,Married Filing Seperately,500000000,0.35000000000000003
2007,Married Filing Seperately,1000000000,0.35000000000000003
2007,Single,20000,0.15
2007,Single,30000,0.15
2007,Single,40000,0.15
2007,Single,50000,0.25
2007,Single,70000,0.25
2007,Single,100000,0.28
2007,Single,150000,0.28
2007,Single,200000,0.28
2007,Single,250000,0.33
2007,Single,300000,0.33
2007,Single,500000,0.35000000000000003
2007,Single,800000,0.35000000000000003
2007,Single,1000000,0.35000000000000003
2007,Single,1500000,0.35000000000000003
2007,Single,2000000,0.35000000000000003
2007,Single,5000000,0.35000000000000003
2007,Single,10000000,0.35000000000000003
2007,Single,20000000,0.35000000000000003
2007,Single,50000000,0.35000000000000003
2007,Single,100000000,0.35000000000000003
2007,Single,500000000,0.35000000000000003
2007,Single,1000000000,0.35000000000000003
2008,Head of Household,20000,0.15
2008,Head of Household,30000,0.15
2008,Head of Household,40000,0.15
2008,Head of Household,50000,0.15
2008,Head of Household,70000,0.25
2008,Head of Household,100000,0.25
2008,Head of Household,150000,0.28
2008,Head of Household,200000,0.28
2008,Head of Household,250000,0.33
2008,Head of Household,300000,0.33
2008,Head of Household,500000,0.35000000000000003
2008,Head of Household,800000,0.35000000000000003
2008,Head of Household,1000000,0.35000000000000003
2008,Head of Household,1500000,0.35000000000000003
2008,Head of Household,2000000,0.35000000000000003
2008,Head of Household,5000000,0.35000000000000003
2008,Head of Household,10000000,0.35000000000000003
2008,Head of Household,20000000,0.35000000000000003
2008,Head of Household,50000000,0.35000000000000003
2008,Head of Household,100000000,0.35000000000000003
2008,Head of Household,500000000,0.35000000000000003
2008,Head of Household,1000000000,0.35000000000000003
2008,Married Filing Jointly,20000,0.15
2008,Married Filing Jointly,30000,0.15
2008,Married Filing Jointly,40000,0.15
2008,Married Filing Jointly,50000,0.15
2008,Married Filing Jointly,70000,0.15
2008,Married Filing Jointly,100000,0.25
2008,Married Filing Jointly,150000,0.25
2008,Married Filing Jointly,200000,0.28
2008,Married Filing Jointly,250000,0.33
2008,Married Filing Jointly,300000,0.33
2008,Married Filing Jointly,500000,0.35000000000000003
2008,Married Filing Jointly,800000,0.35000000000000003
2008,Married Filing Jointly,1000000,0.35000000000000003
2008,Married Filing Jointly,1500000,0.35000000000000003
2008,Married Filing Jointly,2000000,0.35000000000000003
2008,Married Filing Jointly,5000000,0.35000000000000003
2008,Married Filing Jointly,10000000,0.35000000000000003
2008,Married Filing Jointly,20000000,0.35000000000000003
2008,Married Filing Jointly,50000000,0.35000000000000003
2008,Married Filing Jointly,100000000,0.35000000000000003
2008,Married Filing Jointly,500000000,0.35000000000000003
2008,Married Filing Jointly,1000000000,0.35000000000000003
2008,Married Filing Seperately,20000,0.15
2008,Married Filing Seperately,30000,0.15
2008,Married Filing Seperately,40000,0.25
2008,Married Filing Seperately,50000,0.25
2008,Married Filing Seperately,70000,0.25
2008,Married Filing Seperately,100000,0.28
2008,Married Filing Seperately,150000,0.33
2008,Married Filing Seperately,200000,0.33
2008,Married Filing Seperately,250000,0.35000000000000003
2008,Married Filing Seperately,300000,0.35000000000000003
2008,Married Filing Seperately,500000,0.35000000000000003
2008,Married Filing Seperately,800000,0.35000000000000003
2008,Married Filing Seperately,1000000,0.35000000000000003
2008,Married Filing Seperately,1500000,0.35000000000000003
2008,Married Filing Seperately,2000000,0.35000000000000003
2008,Married Filing Seperately,5000000,0.35000000000000003
2008,Married Filing Seperately,10000000,0.35000000000000003
2008,Married Filing Seperately,20000000,0.35000000000000003
