Year,Status,20000,30000,40000,50000,70000,100000,150000,200000,250000,300000,500000,800000,1000000,1500000,2000000,5000000,10000000,20000000,50000000,100000000,500000000,1000000000
1913,Head of Household,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.04,0.05,0.06,0.07,0.07,0.07,0.07,0.07
1913,Married Filing Jointly,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.04,0.05,0.06,0.07,0.07,0.07,0.07,0.07
1913,Married Filing Seperately,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.04,0.05,0.06,0.07,0.07,0.07,0.07,0.07
1913,Single,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.04,0.05,0.06,0.07,0.07,0.07,0.07,0.07
1914,Head of Household,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.04,0.05,0.06,0.07,0.07,0.07,0.07,0.07
1914,Married Filing Jointly,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.04,0.05,0.06,0.07,0.07,0.07,0.07,0.07
1914,Married Filing Seperately,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.04,0.05,0.06,0.07,0.07,0.07,0.07,0.07
1914,Single,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.04,0.05,0.06,0.07,0.07,0.07,0.07,0.07
1915,Head of Household,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.04,0.05,0.06,0.07,0.07,0.07,0.07,0.07
1915,Married Filing Jointly,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.04,0.05,0.06,0.07,0.07,0.07,0.07,0.07
1915,Married Filing Seperately,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.04,0.05,0.06,0.07,0.07,0.07,0.07,0.07
1915,Single,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.04,0.05,0.06,0.07,0.07,0.07,0.07,0.07
1916,Head of Household,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.04,0.05,0.06,0.09,0.11,0.12,0.15,0.15,0.15,0.15
1916,Married Filing Jointly,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.04,0.05,0.06,0.09,0.11,0.12,0.15,0.15,0.15,0.15
1916,Married Filing Seperately,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.04,0.05,0.06,0.09,0.11,0.12,0.15,0.15,0.15,0.15
1916,Single,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.04,0.05,0.06,0.09,0.11,0.12,0.15,0.15,0.15,0.15
1917,Head of Household,0.02,0.02,0.02,0.04,0.04,0.04,0.05,0.06,0.07,0.08,0.12,0.12,0.16,0.21,0.26,0.41,0.5,0.59,0.67,0.67,0.67,0.67
1917,Married Filing Jointly,0.02,0.02,0.02,0.04,0.04,0.04,0.05,0.06,0.07,0.08,0.12,0.12,0.16,0.21,0.26,0.41,0.5,0.59,0.67,0.67,0.67,0.67
1917,Married Filing Seperately,0.02,0.02,0.02,0.04,0.04,0.04,0.05,0.06,0.07,0.08,0.12,0.12,0.16,0.21,0.26,0.41,0.5,0.59,0.67,0.67,0.67,0.67
1917,Single,0.02,0.02,0.02,0.04,0.04,0.04,0.05,0.06,0.07,0.08,0.12,0.12,0.16,0.21,0.26,0.41,0.5,0.59,0.67,0.67,0.67,0.67
1918,Head of Household,0.06,0.06,0.06,0.06,0.06,0.13,0.15,0.16,0.17,0.19,0.24,0.32,0.38,0.51,0.64,0.72,0.76,0.77,0.77,0.77,0.77,0.77
1918,Married Filing Jointly,0.06,0.06,0.06,0.06,0.06,0.13,0.15,0.16,0.17,0.19,0.24,0.32,0.38,0.51,0.64,0.72,0.76,0.77,0.77,0.77,0.77,0.77
1918,Married Filing Seperately,0.06,0.06,0.06,0.06,0.06,0.13,0.15,0.16,0.17,0.19,0.24,0.32,0.38,0.51,0.64,0.72,0.76,0.77,0.77,0.77,0.77,0.77
